,Id,Target
58048,22534_182_B10_1,23
58049,22534_182_B10_2,23
58050,22534_180_B10_1,23
58051,22534_180_B10_3,23
58052,31335_733_G2_1,25 0
58053,31335_733_G2_2,25 0
58054,31335_721_G2_3,25 0
58055,31335_721_G2_4,25 0
58056,31335_727_G2_1,25 0
58057,31335_727_G2_2,25 0
58058,31335_685_E2_1,25 0
58059,31335_685_E2_2,25 0
58060,56586_919_F7_6,25 6
58061,56586_919_F7_9,25 6
58062,56586_914_F7_3,25 6
58063,56586_914_F7_4,25 6
58064,56586_913_F7_1,25 6
58065,56586_913_F7_4,25 6
58066,43398_474_F4_3,25 1
58067,43398_474_F4_6,25 1
58068,43398_480_F4_1,25 1
58069,43398_480_F4_3,25 1
58070,43398_510_F4_4,25 1
58071,43398_510_F4_5,25 1
58072,11746_51_B6_1,19 7
58073,11746_51_B6_2,19 7
58074,13961_160_B9_1,19 7
58075,13961_160_B9_2,19 7
58076,13961_107_B9_1,19 7
58077,13961_107_B9_2,19 7
58078,13961_105_B9_1,19 7
58079,13961_105_B9_2,19 7
58080,5079_639_F5_1,22 21
58081,5079_639_F5_2,22 21
58082,5079_635_F5_1,22 21
58083,5079_635_F5_2,22 21
58084,5079_634_F5_1,22 21
58085,5079_634_F5_2,22 21
58086,14784_172_E2_1,22 21
58087,14784_172_E2_2,22 21
58088,14784_123_E2_1,22 21
58089,14784_123_E2_2,22 21
58090,14784_121_E2_1,22 21
58091,14784_121_E2_2,22 21
58092,17194_623_F5_1,25 13
58093,17194_623_F5_2,25 13
58094,17194_620_F5_1,25 13
58095,17194_620_F5_2,25 13
58096,17194_627_F5_1,25 13
58097,17194_627_F5_2,25 13
58098,51857_775_A12_1,4
58099,51857_775_A12_2,4
58100,51857_760_A12_4,4
58101,51857_760_A12_5,4
58102,51857_756_A12_3,4
58103,51857_756_A12_4,4
58104,51857_si9_F4_2,4
58105,51857_si9_F4_4,4
58106,51857_si9_F6_2,4
58107,51857_si9_F6_4,4
58108,23329_193_C9_1,25
58109,23329_193_C9_2,25
58110,23329_194_C9_1,25
58111,23329_194_C9_2,25
58112,23329_192_C9_1,25
58113,23329_192_C9_2,25
58114,59422_1029_F7_1,25
58115,59422_1029_F7_10,25
58116,59422_995_F7_2,25
58117,59422_995_F7_3,25
58118,59422_1009_F7_1,25
58119,59422_1009_F7_2,25
58120,73369_1547_F5_1,23 0
58121,73369_1547_F5_2,23 0
58122,73369_1466_C10_1,23 0
58123,73369_1466_C10_2,23 0
58124,73369_1521_C10_2,23 0
58125,73369_1521_C10_3,23 0
58126,61915_1149_G6_1,2
58127,61915_1149_G6_2,2
58128,61915_1393_F8_1,2
58129,61915_1393_F8_4,2
58130,61915_1138_G6_1,2
58131,61915_1138_G6_3,2
58132,40749_415_F8_1,6 7
58133,40749_415_F8_2,6 7
58134,40749_411_F8_1,6 7
58135,40749_411_F8_2,6 7
58136,40749_416_F8_1,6 7
58137,40749_416_F8_2,6 7
58138,56175_917_C2_1,25 0
58139,56175_917_C2_2,25 0
58140,56175_1432_A2_4,25 0
58141,56175_1432_A2_5,25 0
58142,56175_920_C2_1,25 0
58143,56175_920_C2_2,25 0
58144,66195_1440_E3_1,25 0
58145,66195_1440_E3_3,25 0
58146,66195_1403_D8_1,25 0
58147,66195_1403_D8_2,25 0
58148,66195_1398_D8_1,25 0
58149,66195_1398_D8_3,25 0
58150,34631_440_A6_1,12 25 0
58151,34631_440_A6_3,12 25 0
58152,34631_433_A6_2,12 25 0
58153,34631_433_A6_3,12 25 0
58154,34631_428_A6_1,12 25 0
58155,34631_428_A6_2,12 25 0
58156,65691_1247_D7_5,19 7
58157,65691_1247_D7_6,19 7
58158,65691_1789_G6_1_cr598ae6e7b6423,19 7
58159,65691_1789_G6_27_cr598ae6e7b710e,19 7
58160,65691_1244_D7_2,19 7
58161,65691_1244_D7_3,19 7
58162,60247_1392_F5_1,2 0
58163,60247_1392_F5_2,2 0
58164,60247_1372_C11_2,2 0
58165,60247_1372_C11_3,2 0
58166,60247_1370_C11_5,2 0
58167,60247_1370_C11_7,2 0
58168,63358_1392_D11_1,2 0
58169,63358_1392_D11_2,2 0
58170,63358_1373_G12_1,2 0
58171,63358_1373_G12_2,2 0
58172,63358_1377_G12_5,2 0
58173,63358_1377_G12_6,2 0
58174,25497_659_H6_2,25
58175,25497_659_H6_4,25
58176,25497_653_H6_1,25
58177,25497_653_H6_2,25
58178,25497_658_H6_1,25
58179,25497_658_H6_2,25
58180,13392_1510_B4_1,21
58181,13392_1510_B4_2,21
58182,15600_1510_H3_2,21
58183,15600_1510_H3_6,21
58184,50033_784_B10_1,25
58185,50033_784_B10_2,25
58186,50033_740_B10_1,25
58187,50033_740_B10_4,25
58188,50033_742_C4_2,25
58189,50033_742_C4_3,25
58190,36986_460_F10_1,25
58191,36986_460_F10_2,25
58192,36986_465_F10_1,25
58193,36986_465_F10_3,25
58194,36986_467_F10_1,25
58195,36986_467_F10_2,25
58196,36987_1145_F1_2,25
58197,36987_1145_F1_5,25
58198,36987_606_A4_1,25
58199,36987_606_A4_2,25
58200,36987_605_A4_1,25
58201,36987_605_A4_2,25
58202,58276_1586_E4_5,25 13 0
58203,58276_1586_E4_6,25 13 0
58204,58276_1517_E4_1,25 13 0
58205,58276_1517_E4_2,25 13 0
58206,58276_1452_E4_1,25 13 0
58207,58276_1452_E4_3,25 13 0
58208,35503_471_C1_1,21
58209,35503_471_C1_2,21
58210,35503_412_C1_2,21
58211,35503_412_C1_5,21
58212,52666_864_E8_1,25 2
58213,52666_864_E8_2,25 2
58214,52666_1137_F8_1,25 2
58215,52666_1137_F8_2,25 2
58216,52666_833_E10_3,25 2
58217,52666_833_E10_4,25 2
58218,4222_659_D4_1,23
58219,4222_659_D4_2,23
58220,4222_653_D4_1,23
58221,4222_653_D4_2,23
58222,4222_658_D4_1,23
58223,4222_658_D4_2,23
58224,29164_1526_E8_1,21
58225,29164_1526_E8_2,21
58226,29164_1711_E12_1,21
58227,29164_1711_E12_2,21
58228,7305_11_G6_1,25
58229,7305_11_G6_2,25
58230,7305_10_G6_1,25
58231,7305_10_G6_2,25
58232,7305_15_G6_1,25
58233,7305_15_G6_2,25
58234,7306_11_H6_1,25
58235,7306_11_H6_2,25
58236,7306_10_H6_1,25
58237,7306_10_H6_2,25
58238,7306_15_H6_1,25
58239,7306_15_H6_2,25
58240,7306_344_A1_1,25
58241,7306_344_A1_2,25
58242,17285_1421_C3_1,7 0 21
58243,17285_1421_C3_3,7 0 21
58244,17285_1219_D8_1,7 0 21
58245,17285_1219_D8_2,7 0 21
58246,17285_1189_D8_1,7 0 21
58247,17285_1189_D8_2,7 0 21
58248,23788_196_D3_2,23
58249,23788_196_D3_1,23
58250,23788_197_D3_1,23
58251,23788_197_D3_2,23
58252,23788_195_D3_1,23
58253,23788_195_D3_2,23
58254,53044_806_B4_1,23
58255,53044_806_B4_2,23
58256,53044_810_B4_2,23
58257,53044_810_B4_4,23
58258,48432_814_A9_1,25 2
58259,48432_814_A9_2,25 2
58260,48432_759_A9_1,25 2
58261,48432_759_A9_2,25 2
58262,48432_755_A9_1,25 2
58263,48432_755_A9_2,25 2
58264,48432_695_E3_1,25 2
58265,48432_695_E3_2,25 2
58266,23353_673_F5_1,25
58267,23353_673_F5_2,25
58268,23353_667_F5_1,25
58269,23353_667_F5_2,25
58270,23353_710_F5_1,25
58271,23353_710_F5_2,25
58272,52996_885_C7_1,23
58273,52996_885_C7_2,23
58274,52996_869_C7_1,23
58275,52996_869_C7_2,23
58276,52996_849_C7_1,23
58277,52996_849_C7_2,23
58278,52996_926_D5_1,23
58279,52996_926_D5_2,23
58280,4213_659_A5_1,0
58281,4213_659_A5_3,0
58282,4213_653_A5_1,0
58283,4213_653_A5_2,0
58284,4213_658_A5_1,0
58285,4213_658_A5_2,0
58286,61355_1192_D9_3,0
58287,61355_1192_D9_4,0
58288,61355_1163_H2_1,0
58289,61355_1163_H2_5,0
58290,61355_1159_H2_2,0
58291,61355_1159_H2_4,0
58292,62267_1187_E1_3,0
58293,62267_1187_E1_4,0
58294,62267_1163_G10_1,0
58295,62267_1163_G10_2,0
58296,62267_1159_G10_3,0
58297,62267_1159_G10_5,0
58298,76187_1712_H1_3_cr580b226506f1b,25 21
58299,76187_1712_H1_8_cr5804adc296135,25 21
58300,76187_1672_C9_33,25 21
58301,76187_1672_C9_34,25 21
58302,43244_488_D5_1,0
58303,43244_488_D5_2,0
58304,43244_1424_D8_1,0
58305,43244_1424_D8_2,0
58306,43244_494_D5_1,0
58307,43244_494_D5_2,0
58308,50229_1396_A2_4,0
58309,50229_1396_A2_5,0
58310,50229_912_F12_1,0
58311,50229_912_F12_2,0
58312,50229_911_F12_1,0
58313,50229_911_F12_2,0
58314,11894_201_H3_1,12 25
58315,11894_201_H3_2,12 25
58316,11894_96_G12_1,12 25
58317,11894_96_G12_2,12 25
58318,11894_200_H3_1,12 25
58319,11894_200_H3_2,12 25
58320,27748_1550_A8_2,11 0
58321,27748_1550_A8_3,11 0
58322,27748_1486_A7_1,11 0
58323,27748_1486_A7_2,11 0
58324,27748_1496_A7_2,11 0
58325,27748_1496_A7_3,11 0
58326,74630_1550_F7_4,11 0
58327,74630_1550_F7_7,11 0
58328,74630_1486_C8_1,11 0
58329,74630_1486_C8_2,11 0
58330,74630_1496_C8_1,11 0
58331,74630_1496_C8_6,11 0
58332,49076_1040_B11_1,19 2
58333,49076_1040_B11_2,19 2
58334,49076_1393_C5_5,19 2
58335,49076_1393_C5_7,19 2
58336,49076_1038_B11_1,19 2
58337,49076_1038_B11_2,19 2
58338,48079_1135_B2_1,14
58339,48079_1135_B2_2,14
58340,48079_1423_E9_2,14
58341,48079_1423_E9_3,14
58342,48079_1101_B2_2,14
58343,48079_1101_B2_3,14
58344,52552_785_H8_1,25 21
58345,52552_785_H8_2,25 21
58346,52552_868_D4_1,25 21
58347,52552_868_D4_2,25 21
58348,52552_783_H8_1,25 21
58349,52552_783_H8_2,25 21
58350,28735_369_G1_1,2
58351,28735_369_G1_2,2
58352,28735_365_G1_1,2
58353,28735_365_G1_2,2
58354,28735_364_G1_1,2
58355,28735_364_G1_2,2
58356,21007_1272_E7_1,2
58357,21007_1272_E7_2,2
58358,21007_1232_A5_1,2
58359,21007_1232_A5_2,2
58360,21007_1199_A5_3,2
58361,21007_1199_A5_6,2
58362,31829_374_F5_1,2
58363,31829_374_F5_2,2
58364,31829_372_F5_1,2
58365,31829_372_F5_2,2
58366,46705_837_C5_6,23 21
58367,46705_837_C5_7,23 21
58368,46705_753_E10_1,23 21
58369,46705_753_E10_2,23 21
58370,46705_739_E10_1,23 21
58371,46705_739_E10_2,23 21
58372,46705_696_D9_3,23 21
58373,46705_696_D9_4,23 21
58374,40662_1660_B9_3,25
58375,40662_1660_B9_5,25
58376,40662_551_A7_1,25
58377,40662_551_A7_2,25
58378,76549_1693_F3_1,25 0
58379,76549_1693_F3_2,25 0
58380,76549_1760_B2_13_cr594b7a19e6b1b,25 0
58381,76549_1760_B2_19_cr594b7a225d38d,25 0
58382,76549_1706_F1_3_cr57d84564c88f9,25 0
58383,76549_1706_F1_13_cr57d8456c4efc3,25 0
58384,53880_1446_A12_3,23 0
58385,53880_1446_A12_4,23 0
58386,53880_1150_G6_1,23 0
58387,53880_1150_G6_3,23 0
58388,53880_1057_B6_1,23 0
58389,53880_1057_B6_2,23 0
58390,18467_178_C7_2,25 4 21
58391,18467_178_C7_1,25 4 21
58392,18467_247_C7_1,25 4 21
58393,18467_247_C7_2,25 4 21
58394,18467_177_C7_1,25 4 21
58395,18467_177_C7_2,25 4 21
58396,10032_921_C9_1,21
58397,10032_921_C9_2,21
58398,10032_931_C9_1,21
58399,10032_931_C9_2,21
58400,10032_923_C9_1,21
58401,10032_923_C9_2,21
58402,11044_110_G7_1,25 1 2
58403,11044_110_G7_2,25 1 2
58404,11044_111_G7_1,25 1 2
58405,11044_111_G7_2,25 1 2
58406,11044_159_G7_1,25 1 2
58407,11044_159_G7_2,25 1 2
58408,62208_1332_C11_1,23
58409,62208_1332_C11_2,23
58410,62208_1358_C11_1,23
58411,62208_1358_C11_2,23
58412,35764_393_H1_2,25
58413,35764_393_H1_3,25
58414,35764_1364_B10_1,25
58415,35764_1364_B10_2,25
58416,35764_392_H1_1,25
58417,35764_392_H1_2,25
58418,49707_1680_F11_2,12 25
58419,49707_1680_F11_6,12 25
58420,68563_1430_C4_2,12 25
58421,68563_1430_C4_3,12 25
58422,57770_1112_B10_1,0
58423,57770_1112_B10_2,0
58424,57770_1171_A5_4,0
58425,57770_1171_A5_6,0
58426,57770_1116_B10_1,0
58427,57770_1116_B10_3,0
58428,38731_435_F6_1,0
58429,38731_435_F6_2,0
58430,38731_448_F6_1,0
58431,38731_448_F6_2,0
58432,38731_445_F6_1,0
58433,38731_445_F6_3,0
58434,44845_574_A2_1,25 0
58435,44845_574_A2_2,25 0
58436,44845_580_A2_1,25 0
58437,44845_580_A2_2,25 0
58438,54971_862_A7_1,5 0
58439,54971_862_A7_2,5 0
58440,54971_1334_A2_2,5 0
58441,54971_1334_A2_3,5 0
58442,54971_859_A7_1,5 0
58443,54971_859_A7_2,5 0
58444,54971_927_G3_1,5 0
58445,54971_927_G3_2,5 0
58446,70923_1362_C4_5,16 25 14 0
58447,70923_1362_C4_6,16 25 14 0
58448,70923_1422_D4_1,16 25 14 0
58449,70923_1422_D4_2,16 25 14 0
58450,70923_1354_C4_9,16 25 14 0
58451,70923_1354_C4_10,16 25 14 0
58452,57345_997_E9_1,0
58453,57345_997_E9_2,0
58454,57345_991_C9_1,0
58455,57345_991_C9_2,0
58456,57345_983_C9_1,0
58457,57345_983_C9_2,0
58458,60384_1218_B12_1,0
58459,60384_1218_B12_2,0
58460,60384_1768_G3_2_cr5950c78c6da24,0
58461,60384_1768_G3_15_cr5950c78c6eb68,0
58462,60384_1018_B12_1,0
58463,60384_1018_B12_2,0
58464,11046_51_C3_1,7
58465,11046_51_C3_2,7
58466,11046_50_C3_1,7
58467,11046_50_C3_2,7
58468,11046_52_C3_1,7
58469,11046_52_C3_2,7
58470,52722_1028_E7_6,7 0
58471,52722_1028_E7_8,7 0
58472,52722_840_C6_4,7 0
58473,52722_840_C6_5,7 0
58474,52722_802_E7_5,7 0
58475,52722_802_E7_7,7 0
58476,69947_1523_E3_2,23 0
58477,69947_1523_E3_5,23 0
58478,69947_1486_A4_2,23 0
58479,69947_1486_A4_3,23 0
58480,69947_1496_A4_1,23 0
58481,69947_1496_A4_11,23 0
58482,37723_1364_H10_1,25 0
58483,37723_1364_H10_2,25 0
58484,37724_1364_G10_1,25 0
58485,37724_1364_G10_2,25 0
58486,37724_596_E6_1,25 0
58487,37724_596_E6_2,25 0
58488,37724_594_E6_1,25 0
58489,37724_594_E6_2,25 0
58490,11729_1207_B12_6,4
58491,11729_1207_B12_7,4
58492,11729_1034_D5_2,4
58493,11729_1034_D5_3,4
58494,11729_90_G4_1,4
58495,11729_90_G4_2,4
58496,47164_767_E11_1,5 0
58497,47164_767_E11_2,5 0
58498,47164_987_C9_1,5 0
58499,47164_987_C9_2,5 0
58500,47164_779_E11_3,5 0
58501,47164_779_E11_4,5 0
58502,47164_916_H3_1,5 0
58503,47164_916_H3_2,5 0
58504,46833_837_C6_7,25 0 21
58505,46833_837_C6_10,25 0 21
58506,46833_750_F11_1,25 0 21
58507,46833_750_F11_3,25 0 21
58508,46833_738_F11_1,25 0 21
58509,46833_738_F11_2,25 0 21
58510,18312_199_F5_1,23 0
58511,18312_199_F5_2,23 0
58512,18312_157_F5_1,23 0
58513,18312_157_F5_2,23 0
58514,18312_155_F5_1,23 0
58515,18312_155_F5_2,23 0
58516,14492_1044_A7_1,25
58517,14492_1044_A7_2,25
58518,14492_120_E10_1,25
58519,14492_120_E10_2,25
58520,39389_1533_D4_1,25 21
58521,39389_1533_D4_2,25 21
58522,39389_1549_A7_1,25 21
58523,39389_1549_A7_2,25 21
58524,39389_1515_A7_1,25 21
58525,39389_1515_A7_2,25 21
58526,39046_436_A10_4,23 3 0
58527,39046_436_A10_6,23 3 0
58528,39046_442_A10_2,23 3 0
58529,39046_442_A10_3,23 3 0
58530,39046_521_A10_1,23 3 0
58531,39046_521_A10_2,23 3 0
58532,12319_95_E4_1,23
58533,12319_95_E4_2,23
58534,12319_96_E4_1,23
58535,12319_96_E4_2,23
58536,12319_94_E4_1,23
58537,12319_94_E4_2,23
58538,30148_296_C5_2,23 2
58539,30148_296_C5_1,23 2
58540,30148_297_C5_2,23 2
58541,30148_297_C5_1,23 2
58542,30148_295_C5_2,23 2
58543,30148_295_C5_1,23 2
58544,77800_1719_D8_3_cr5804b3bc19320,12 21
58545,77800_1719_D8_17_cr5804b3d30fa7f,12 21
58546,77800_1605_C4_1,12 21
58547,77800_1605_C4_2,12 21
58548,6725_19_G11_1,0
58549,6725_19_G11_2,0
58550,6725_17_G11_1,0
58551,6725_17_G11_2,0
58552,6725_18_G11_1,0
58553,6725_18_G11_2,0
58554,48155_733_A7_1,0
58555,48155_733_A7_2,0
58556,48155_721_A7_1,0
58557,48155_721_A7_2,0
58558,48155_727_A7_1,0
58559,48155_727_A7_2,0
58560,43744_527_E7_1,25
58561,43744_527_E7_2,25
58562,43744_529_E7_1,25
58563,43744_529_E7_2,25
58564,28671_1142_D8_2,0
58565,28671_1142_D8_3,0
58566,28671_1055_G6_1,0
58567,28671_1055_G6_2,0
58568,54356_877_D8_1,0
58569,54356_877_D8_2,0
58570,54356_1309_E1_1,0
58571,54356_1309_E1_2,0
58572,54356_834_D8_2,0
58573,54356_834_D8_4,0
58574,54356_903_D8_1,0
58575,54356_903_D8_2,0
58576,57543_1512_B7_1,7
58577,57543_1512_B7_3,7
58578,57543_1504_B7_2,7
58579,57543_1504_B7_4,7
58580,23030_279_F4_2,0
58581,23030_279_F4_1,0
58582,23030_280_F4_1,0
58583,23030_280_F4_2,0
58584,23030_278_F4_1,0
58585,23030_278_F4_2,0
58586,62062_1127_H5_1,0
58587,62062_1127_H5_2,0
58588,62062_1171_G8_2,0
58589,62062_1171_G8_4,0
58590,62062_1104_H5_1,0
58591,62062_1104_H5_3,0
58592,17616_971_G7_1,25 21
58593,17616_971_G7_2,25 21
58594,17616_932_G7_1,25 21
58595,17616_932_G7_2,25 21
58596,17616_924_G7_1,25 21
58597,17616_924_G7_2,25 21
58598,40113_747_D2_1,25 21
58599,40113_747_D2_2,25 21
58600,40113_714_D2_1,25 21
58601,40113_714_D2_2,25 21
58602,40113_713_D2_1,25 21
58603,40113_713_D2_3,25 21
58604,58655_1117_D3_3,6 7 0
58605,58655_1117_D3_4,6 7 0
58606,58655_1259_C6_4,6 7 0
58607,58655_1259_C6_5,6 7 0
58608,58655_1101_A8_1,6 7 0
58609,58655_1101_A8_3,6 7 0
58610,39630_460_C12_1,25 0
58611,39630_460_C12_2,25 0
58612,39630_465_C12_2,25 0
58613,39630_465_C12_3,25 0
58614,39630_467_C12_2,25 0
58615,39630_467_C12_4,25 0
58616,59530_1045_E9_1,3
58617,59530_1045_E9_3,3
58618,59530_1231_D1_1,3
58619,59530_1231_D1_2,3
58620,59530_1049_E9_1,3
58621,59530_1049_E9_2,3
58622,47746_1511_B7_2,2 21
58623,47746_1511_B7_5,2 21
58624,47746_1372_G11_2,2 21
58625,47746_1372_G11_4,2 21
58626,47746_1370_G11_1,2 21
58627,47746_1370_G11_2,2 21
58628,45432_1544_B6_3,2
58629,45432_1544_B6_5,2
58630,45432_1543_B6_3,2
58631,45432_1543_B6_6,2
58632,71187_1760_B12_31,2
58633,71187_1760_B12_32,2
58634,71187_1751_F5_31,2
58635,71187_1751_F5_33,2
58636,71187_1650_D5_33_cr57eb78fa9432d,2
58637,71187_1650_D5_43_cr57eb790254cd1,2
58638,74578_1544_G8_1,2
58639,74578_1544_G8_2,2
58640,74578_1661_D12_2,2
58641,74578_1661_D12_3,2
58642,74578_1543_G8_1,2
58643,74578_1543_G8_2,2
58644,55463_1363_B1_2,23 2
58645,55463_1363_B1_3,23 2
58646,55463_1381_D3_1,23 2
58647,55463_1381_D3_2,23 2
58648,55463_1353_B1_1,23 2
58649,55463_1353_B1_2,23 2
58650,39761_539_H2_1,25
58651,39761_539_H2_2,25
58652,39761_534_H2_1,25
58653,39761_534_H2_2,25
58654,39761_552_H2_1,25
58655,39761_552_H2_2,25
58656,40157_471_B9_1,25
58657,40157_471_B9_2,25
58658,40157_412_B9_1,25
58659,40157_412_B9_2,25
58660,54382_885_C10_1,0
58661,54382_885_C10_2,0
58662,54382_869_C10_3,0
58663,54382_869_C10_4,0
58664,54382_849_C10_1,0
58665,54382_849_C10_2,0
58666,54382_903_A3_1,0
58667,54382_903_A3_4,0
58668,59652_1011_C12_3,0
58669,59652_1011_C12_4,0
58670,59652_1061_C10_1,0
58671,59652_1061_C10_3,0
58672,59652_1006_C12_1,0
58673,59652_1006_C12_2,0
58674,46840_979_E7_1,21
58675,46840_979_E7_3,21
58676,46840_737_A4_2,21
58677,46840_737_A4_3,21
58678,46840_692_E8_1,21
58679,46840_692_E8_2,21
58680,26794_256_A12_1,0
58681,26794_256_A12_2,0
58682,26794_257_A12_1,0
58683,26794_257_A12_2,0
58684,26794_255_A12_1,0
58685,26794_255_A12_2,0
58686,57676_1239_C12_4,22 26 0
58687,57676_1239_C12_5,22 26 0
58688,57676_1208_A12_1,22 26 0
58689,57676_1208_A12_3,22 26 0
58690,57676_1016_C12_3,22 26 0
58691,57676_1016_C12_4,22 26 0
58692,41775_486_C8_2,22 13
58693,41775_486_C8_3,22 13
58694,41775_509_C8_1,22 13
58695,41775_509_C8_2,22 13
58696,52543_865_H4_1,25 6
58697,52543_865_H4_2,25 6
58698,52543_767_E6_1,25 6
58699,52543_767_E6_2,25 6
58700,52543_779_E6_1,25 6
58701,52543_779_E6_2,25 6
58702,53883_868_B7_2,0
58703,53883_868_B7_3,0
58704,53883_986_A12_1,0
58705,53883_986_A12_2,0
58706,53883_832_A12_1,0
58707,53883_832_A12_2,0
58708,53883_904_C11_1,0
58709,53883_904_C11_3,0
58710,35701_1216_C10_1,25
58711,35701_1216_C10_2,25
58712,35701_1184_A7_2,25
58713,35701_1184_A7_4,25
58714,41307_1472_F4_1,6 1
58715,41307_1472_F4_3,6 1
58716,41307_490_E12_1,6 1
58717,41307_490_E12_2,6 1
58718,41307_509_E12_1,6 1
58719,41307_509_E12_3,6 1
58720,19949_222_A8_3,12 25 4 21
58721,19949_222_A8_4,12 25 4 21
58722,19949_248_A8_1,12 25 4 21
58723,19949_248_A8_2,12 25 4 21
58724,19949_221_A8_1,12 25 4 21
58725,19949_221_A8_2,12 25 4 21
58726,18897_116_E3_1,25 7
58727,18897_116_E3_2,25 7
58728,18897_117_E3_2,25 7
58729,18897_115_E3_1,25 7
58730,18897_115_E3_2,25 7
58731,62059_1192_E7_2,23
58732,62059_1192_E7_3,23
58733,62059_1163_E6_1,23
58734,62059_1163_E6_2,23
58735,62059_1159_E6_4,23
58736,62059_1159_E6_5,23
58737,6299_69_H1_1,25 7 11
58738,6299_69_H1_2,25 7 11
58739,6299_91_H1_1,25 7 11
58740,6299_91_H1_2,25 7 11
58741,6299_68_H1_1,25 7 11
58742,6299_68_H1_2,25 7 11
58743,36431_471_H6_1,25 2
58744,36431_471_H6_2,25 2
58745,36431_412_H6_1,25 2
58746,36431_412_H6_2,25 2
58747,36431_419_H6_1,25 2
58748,36431_419_H6_2,25 2
58749,36432_601_A9_2,25 2
58750,36432_601_A9_3,25 2
58751,36432_603_A9_1,25 2
58752,36432_603_A9_3,25 2
58753,36432_599_A9_2,25 2
58754,36432_599_A9_3,25 2
58755,65518_1185_F6_2,4
58756,65518_1185_F6_3,4
58757,65518_1202_C12_1,4
58758,65518_1202_C12_2,4
58759,65518_1234_F6_6,4
58760,65518_1234_F6_8,4
58761,71440_1523_H5_6,4
58762,71440_1523_H5_7,4
58763,17798_623_G9_2,25
58764,17798_623_G9_3,25
58765,17798_620_G9_1,25
58766,17798_620_G9_2,25
58767,17798_627_G9_1,25
58768,17798_627_G9_2,25
58769,38524_813_F9_1,25
58770,38524_813_F9_2,25
58771,38524_758_F9_1,25
58772,38524_758_F9_2,25
58773,44280_527_C2_1,25 6
58774,44280_527_C2_2,25 6
58775,44280_1240_H6_2,25 6
58776,44280_1240_H6_4,25 6
58777,39730_1784_G7_1,25 7 2
58778,39730_1784_G7_3,25 7 2
58779,39730_1430_C12_1,25 7 2
58780,39730_1430_C12_2,25 7 2
58781,39730_534_B10_1,25 7 2
58782,39730_534_B10_2,25 7 2
58783,40385_1430_E12_3,25 7 2
58784,40385_1430_E12_4,25 7 2
58785,40385_520_F7_2,25 7 2
58786,40385_520_F7_4,25 7 2
58787,39950_460_C10_2,23
58788,39950_460_C10_3,23
58789,39950_465_C10_3,23
58790,39950_465_C10_4,23
58791,39950_467_C10_1,23
58792,39950_467_C10_2,23
58793,28811_1446_F1_2,1 21
58794,28811_1446_F1_4,1 21
58795,9104_956_E1_2,25 23
58796,9104_956_E1_3,25 23
58797,9104_1432_D1_1,25 23
58798,9104_1432_D1_2,25 23
58799,9104_954_E1_4,25 23
58800,9104_954_E1_5,25 23
58801,8237_45_H6_1,25
58802,8237_45_H6_2,25
58803,8237_44_H6_1,25
58804,8237_44_H6_2,25
58805,8237_46_H6_1,25
58806,8237_46_H6_2,25
58807,8237_si8_B7_2,25
58808,8237_si8_B7_4,25
58809,8237_si8_B9_1,25
58810,8237_si8_B9_4,25
58811,31880_326_C9_1,25 6
58812,31880_326_C9_2,25 6
58813,31880_323_C9_1,25 6
58814,31880_323_C9_2,25 6
58815,16953_138_E2_1,0
58816,16953_138_E2_2,0
58817,16953_139_E2_1,0
58818,16953_139_E2_2,0
58819,16953_166_E2_1,0
58820,16953_166_E2_2,0
58821,44822_527_E1_1,19 25 0
58822,44822_527_E1_2,19 25 0
58823,44822_529_E1_2,19 25 0
58824,44822_529_E1_3,19 25 0
58825,44822_522_E1_1,19 25 0
58826,44822_522_E1_2,19 25 0
58827,48444_852_A5_1,19 25 0
58828,48444_852_A5_2,19 25 0
58829,48444_830_A5_1,19 25 0
58830,48444_830_A5_2,19 25 0
58831,48444_752_D12_1,19 25 0
58832,48444_752_D12_2,19 25 0
58833,48444_695_C4_1,19 25 0
58834,48444_695_C4_2,19 25 0
58835,68429_1414_H6_2,16 0
58836,68429_1414_H6_3,16 0
58837,68429_1335_C10_2,16 0
58838,68429_1335_C10_4,16 0
58839,68429_1352_C10_1,16 0
58840,68429_1352_C10_2,16 0
58841,17303_1161_G10_2,25 2
58842,17303_1161_G10_3,25 2
58843,17303_139_B10_1,25 2
58844,17303_139_B10_2,25 2
58845,17303_166_B10_1,25 2
58846,17303_166_B10_2,25 2
58847,35770_393_B6_1,4
58848,35770_393_B6_2,4
58849,35770_392_B6_1,4
58850,35770_392_B6_2,4
58851,35770_396_B6_1,4
58852,35770_396_B6_2,4
58853,4264_947_G1_3,25
58854,4264_947_G1_4,25
58855,4264_944_G1_1,25
58856,4264_944_G1_2,25
58857,4264_952_G1_1,25
58858,4264_952_G1_2,25
58859,5030_624_A2_1,25
58860,5030_624_A2_2,25
58861,5030_630_A2_1,25
58862,5030_630_A2_2,25
58863,5030_628_A2_1,25
58864,5030_628_A2_2,25
58865,63461_1113_A12_1,25
58866,63461_1113_A12_2,25
58867,63461_1187_A10_1,25
58868,63461_1187_A10_2,25
58869,63461_1123_A12_1,25
58870,63461_1123_A12_3,25
58871,40910_1162_C6_1,23
58872,40910_1162_C6_2,23
58873,40910_418_B8_1,23
58874,40910_418_B8_2,23
58875,40910_429_B8_1,23
58876,40910_429_B8_2,23
58877,41062_474_C9_8,0
58878,41062_474_C9_9,0
58879,41062_480_C9_5,0
